Date,interlocutor_name,statement _size,statement,statement_number,chair_in_charge
2015-04-29,CHAIR MR,-1,,statement_471,CHAIR YELLEN
2015-04-29,MR RT,26,thinking alternative s ﬁhas become ﬁmay the ﬁhas and ﬁlikely These meetings probability language at meeting of the liftoff So C language I these if its,statement_472,CHAIR YELLEN
2015-04-29,MR We,141,in previous lternative the question advance question might balance the that intermeeting u course hats of the ﬁmay ﬂ likely ﬂ paragraph re paragraph aragraph emphasizes CHAIR thank hair comment and I having lay ing tantrum certainly the My policy Whe n s there Committee and the But trol of assum ption what with is much For in rebuild in ut conundrum we because getting But we be optimal the about the we percent Thats I asking lter native page whats relying aragraphs the criteria we is Another ﬁOkay incoming ow kelihood of ﬂ statement alternative this MR I two weigh at amely in dealer achievement say about the w market participants that Im to the guess criteria s this step MR Prior the dealers probability  percent or right now GDP  was oo with the to seems less something,statement_473,CHAIR YELLEN
2015-04-29,MR TA,25,CHAIR Are MR refresh short term that the FRB US independently s  year to ese s MR in FRBUS model is long term let,statement_474,CHAIR YELLEN
2015-04-29,MR MR,89,well or in a yield lot fects term By these actually a s MR I I difficulty among the term The econd ules Have years m Should ve mechanism whose strength MR y transmission systematically term To case the FRB US namely expected the endogenously as A tion ule conditions economic say in ect that ules for it s perfect foresight today MR Let left hand corner oesnt augmented ule  for would ule  ssuming real MR s the s nting MR as on n about lower reflected,statement_475,CHAIR YELLEN
2015-04-29,MR MR,-1,,statement_476,CHAIR YELLEN
2015-04-29,MR MR,25,What ule t Taylor ule  it MR ell m is secular downshift in about zero s s mid s he a you MR s,statement_477,CHAIR YELLEN
2015-04-29,MR MR,34,current where in  decline that your h else being thats there a current of a you that provide If it assessment ule take CHAIR Governor MR Yes s hander What premium term term,statement_478,CHAIR YELLEN
2015-04-29,MR LAUBACH,2,sadly not,statement_479,CHAIR YELLEN
2015-04-29,MR POTTER,0,,statement_480,CHAIR YELLEN
2015-04-29,MR VICE,7,Yes t MR Thats term FOMC it,statement_481,CHAIR YELLEN
2015-04-29,CHAIR MR,-1,,statement_482,CHAIR YELLEN
2015-04-29,MR My,375,resident s s the FRB US the movements have They affect stock exchange movements financial and so The Im Vis singJorgensen and Krishnamurthya seems whether s through reasury um such as and mortgage as question affect US Or about MR what ﬁMonetary trateg iesﬂ book buys US al ctivity changes long term is the is nent term premium try to expectation that the you left panel are percent that erm exactly as you MR This is time varying r that risk ums premium and economy h basically r higher r s Laubach Williams decide r of the pushed he r werful r r you ur President MR President s r ll Madam outlook benchmark the Tealbook that FOMCs facilitate ter Our maximum d ve That s just based justification lternative I by outlook rd management considerations ure bolster When conference by President and makes management are enhanced taught re term s s strengthen kind lternative A lternative the outlook As ve to conomic reading associated Thomas In away willingness increase funds headline that we up Madam deficiency alternative are of our such the manage Id t President among President d us rwhats what s believe valuable With ll CHAIR President MS s alr eady that emporary years quarter make Junes and information to in I lternative and I acknowledge characterization s the balanced meet ing too term changes in economic itions I were table the The Tealbook tells alternative based ain outlook My alternative itll would March ing a policy rate path such incoming But as expected rate path Instead As communications we even rpreted factually we difficult Turning part actors ﬂ at ﬂ that Instead ﬁGrowth can ousehold continued ﬂ CHAIR that instead ﬁGrowth decline dﬂwhat MS s pace ﬂ President MR I alternative statement s I he at like possibilities d alternative I option Committee and June in our decision the that sufficiently As communication I in alternative The has somewhat confidentﬂ ﬁmay rant more ﬁlikely sequence ver Alternatively two ersions degree the of that opinion the appetite also lternativ e the which has somewhat ﬂ ﬁmay warrant ﬂ lternative Where this feasible more ﬁlikely everyone red Its that the signal se statement that what As I considerations advance to after liftoff Thank,statement_483,CHAIR YELLEN
2015-04-29,CHAIR MR,82,alternative date not met h skeptical With wo we the based weakness In tional March worrisome palpable ed any sociated k I that in containment from nerate conditions As accumulating likelihood target standard inflation As data relevant In s transitory CHAIR First MS There s on flexibility ing Labor trade weighted price that term expectations Measures In Michigan report Between light nonmanufacturing and economy lly possibility I While lternative off business foreshadowing lternative impediment lternative the as ates On lternative I alternative,statement_484,CHAIR YELLEN
2015-04-29,CHAIR MR,454,language I e guidance a different ly re funds s all believe I President s thoughtful provoke in like peoples that he is becomes wn ust calendar guidance this its all language hat lternative My communicate which increase liftoff hat way the the ve target As the hit s proposition ere rather disappointing something g ﬁin ost I beginning slowed –ﬂ the direction Committees snt developments Notwithstanding m es although that s sentence on tolast said reflecting ﬁlargel y was delta originally now lternative ﬁInflation Committees run decreasing energy s phrase ﬁlargely why it s below ing and energy I s where and prices bit you which se homeownersthen about there As following: ﬁInflation inued run reflecting energy or betw een Finally first CHAIR guidance meeting by meeting s thing tha t s ortant telegraphing President n of encouraging ople in statement Concerning alternative C horse include at Governor opportunity A ly paragraph between forecasting re show In dont some prolonged n June re its attention he the beginning week necessary agree empty ﬂ changing also support of yﬂ s But believe that alternative C It Central s think o table Regarding the Ive been a they that s ﬁin ﬂ rom that ﬁat reflectingﬂ Madam CHAIR ou MR First r benefit is re excellent That ility dependent policy question ve trying regarding a being as I considerable regarding a dependent fact s Markets appropriately weaker thanexpected s credibility data ll policy markets The react about ll first s were going hen move re that Let of policy there few I forecast in s s again Simultaneously into of ll talking in with metrics the nited tates boom going The economy potential his in we percent ll percent percent Inflation forecast Duri ng Weve that when we would hat as re will interest r n of the m Now for and ast These re models hat should bubbles bubbles nited tates s The boomandbust not have andbust ll get outcomes Its will mitigate macroprudential consequences also for economy The a price that ve on nt have our when riv es ear Let alternative as today in he and I agree The rowth household s like I calendar dependent not CHAIR resident MR alternative A lternative believe with liftoff to acceptable frame The ve March meeting this m in rices the dollar positives as based evidence adequate ll Let completely at its bymeeting They re so dont either I noted he previous inflation and s ﬁcontinued but factors So part ly ﬂ take that slackﬂ lyﬂ Im household nt indicated m s the when you continued its m at s On consumer ﬂ but m re transitory prices So it we ut lternative Thank Madam,statement_485,CHAIR YELLEN
2015-04-29,CHAIR MS,56,lternative offers In Tealbook that the current r ve depressed questions guid ance At r potential declines r For current Williams the it lower the r and rate ule ibrium real means that taking board ller timing m participant timing ended Treasury to into and term approaching term rates remain on it distributing on expectations reinvestments,statement_486,CHAIR YELLEN
2015-04-29,CHAIR MR,140,alternative B development I the future as My lternative economic  rhaps ind icator side the our ime Data Center nowcasts quarter on over year basis Q Further I simplifying assessment Many of or paragraph hat ﬁA ﬂ meaning opportunity add I of suggestions CHAIR Presid ent MR lternative some the On reflecting paragraph Thats exactly cent verall inflation at it obviously the hats and I the how make paragraph his the really have The in ain them is paragraph  I paragraph have ese factors hasnt paragraph  small ore that In statements with I resident as going date based we of steps ourselves back Now seen past which others First quarter data to In either the view inflation will all forecast when s I king on come Thats September about Madam Chair shirt Laughte r ﬁMonetary olicy Dependentﬂ,statement_487,CHAIR YELLEN
2015-04-29,CHAIR MR,5,that ll CHAIR Fantastic Love,statement_488,CHAIR YELLEN
2015-04-29,MR MR,-1,,statement_489,CHAIR YELLEN
2015-04-29,MR TARULLO,57,Have ose MR last MR John MR President in would President President having regarding the with r stimates being this Williams model having that uld The Williams past has Im point how aubach W illiams trend percent  minus ret to that amount ast hasnt What Laubach Williams es straight theres not discuss basically del rate ,statement_490,CHAIR YELLEN
2015-04-29,CHAIR MR,22,shirt media But more serious is comments dependent with that Summary Econom ic Projections date : saying f to Summary Economic rojections,statement_491,CHAIR YELLEN
2015-04-29,CHAIR MR,-1,,statement_492,CHAIR YELLEN
2015-04-29,MR CHER,172,Id target support alternative B others suggested en Olivier Blanchard that we of our monetary particularly need With  target lation those ystem that The normal is target The an rate particular percent relatively short term difficult because the he become A OMC raise go start raising There questions people institutions Wethat should go moment always do Reserve yesterdays round Turning in every rightly the quarter s a of estimate quarter to ﬁThe ﬂ alternative we June the many are date June comes to for Some isnt the good we need when Turning helpful Oliver e oot Etienne Gagnon Tetlow compared liftoff we the was  between percent rather  as Now early persuade convince early ﬂ interest ﬁlate ﬂ we anticipate at Id vely employment this potentially and economy OMC after as as Federal together decision the critical saved that In well but after seven normal When hen than the inflation staff forecasts than ts are well percent rise We r above incompatible criterion alternative B has improvement  ﬂ Thank,statement_493,CHAIR YELLEN
2015-04-29,CHAIR MR,78,statement More to downbeat strongly consumer So it In believe its the iftoff would and I Its interes t of the hats In is a in all the More data growth pace percent The heal k than even that as in So I a I now erated exports data will expectations limit t as it the tightening in In the remains again modal The eliminating that more the in way I out communication Id subsequent having ntinue today,statement_494,CHAIR YELLEN
2015-04-29,CHAIR MS,117,lternative statement ve spending categories Although or stent economic activity oil consumption This leads removing I Tarullos hat By appropriate relatively despite economy ace For that aragraph counterbalanced lternative paragraphs March market In two further possibility unemployment articipation economic rea ding s Meanwhile short core percent The firming plateauing in might growth yet based inflation although Its will receive in will in undiminished If inflation and measures flation s be probability CHAIR N Vice man lternative slowdown its fficient that ll completely Governor Fischer employment think I feasible dont really either The forecast So completely able ﬁfurther ﬂ I ﬁfurther inflation ﬂ ortable when speaking own ing of those In one confident I With I the g,statement_495,CHAIR YELLEN
2015-04-29,MS VICE,91,Given that the with a I we MS think VICE In I percent for are My that lower call Its at Committee that largely ﬂ partly ﬂ partly ﬂ accept With re and as improvement whether over If ctations are criteria Lastly Yellen opened close s Federal forced that In s System colleague people her large opposed in she very serving roduct irector Wholesale Border Management I of of CHAIR First let that heard a r think ell Its I ral alternative B language paragraph ﬁat so Lacker CHAIR ould it,statement_496,CHAIR YELLEN
2015-04-29,CHAIR So,14,change ed spending decline dﬂ Household lower I bit were I heard President change,statement_497,CHAIR YELLEN
2015-04-29,MR PARTICIPANT,3,CHAIR three opposed,statement_498,CHAIR YELLEN
2015-04-29,VICE CHAIR suggestion,20,suggestion Finally suggested sentence tolast paragraph reflectingﬂ I ow many President MR ould CHAIR e MR Vice man thirds f,statement_499,CHAIR YELLEN
2015-04-29,VICE MR of,8,of headline core VICE is year over year,statement_500,CHAIR YELLEN
2015-04-29,VICE MR s,64,s VICE It think CHAIR Inflation percent something VICE thirds factors third ay something to believe ﬁpartlyﬂ and it recommenda tion Let of I based us lyﬂ of the o ECKE lternative as on Thomas s st replac ing with ﬁpartlyﬂ paragraph the Cha ir Yes Vice Yes Governor Yes President Yes Governor Yes President Yes President Yes Governor Yes Governor Yes President Yes,statement_501,CHAIR YELLEN
2015-04-29,CHAIR VICE,-1,,statement_502,CHAIR YELLEN
2015-06-17,MR POTTER,430, Madam Over rmeeting year pronounced basis The concentrated rwards interest rates reached left This years of area The called tantrum ited knock on Recent growth not Committee process On side respondents zero occurring in right later the percent Beyond fed eral The implied very term was little two three years slightly The than P means dispersion The expectations suggests an dated Indeed  market implied PDF implied eral funds obtained a and side respondents The  higher The dated also In when basis year April  to comments On attributed to policy s inflation The taff s structure movements term As basis rise forward The f move area portion tates higher area o the area Market exacerbated area extended driven aged under euro area interest caused atrisk models volatility which market reported that this pressure ves purchases anecdotal conditions area income borne tor However has alleviated number yielding for maturing The term with the area ﬁbund deterioration right panel The reaction risk assets US y backdrop valuations emerging ow account s market a risks discussed have thus ar remain weaken Emerging shown left er On movements The the arious area limited rates though and most sessions Eurosystem emergency program ors of delay lead banks the However to Beth will discuss ituation the day mid September Outside in Chinese  Market expectations policies eoples Bank f shares yellow left this overlapped interest providing Margin substantial right have ich led equity and possibly equity reflecting confidence effect correction Your ON unsecured term top left modestly while unsecured the federal Overall up shown institutionsknown the The runoff in The operation The the staff s resulting The sks quarterend Market suggested the March end  RRPs ON quarter end amount These are rized under assumption rate Unlike the billion available operations March end we the ing at the by end operations include a day us two day Operationally RRPs the IOER rate for by start liftoff process These ensure on policy As and from If the configuration will FOMC If the on Thomas will discuss about Committee daily Desk would I aff ect Reserves On announcementindicated  General represent that for r it observers Increases supply higher Treasury future below minimum A effect on Feds summarized bottom right material resulting This discussions poss ibility policy Maturities will In licy reinvest day top left of the l proportion securities ings debt continue Finally effective federal methodology to FR used Recall most namely improvement The detailed Committee As with these proposed as to release statement change This the collection Committee features detailed list with concludes,statement_0,CHAIR YELLEN
2015-06-17,CHAIR MR,47,Your reasury interesting coming duration re at SOMA re  the discussing MR When we reasury We over securities Treasury depending on But e re we targeting Desk re y MR duration MR have large Treasuries have of reinvesting reinvestment will en duration s s we duration,statement_1,CHAIR YELLEN
2015-06-17,MR CHAIR,41,Simon  dley VICE panel Treasury increases its hat free and reduces demand overnight RRP the becomes Treasury would its that a inference MR if happening here lots s we s exception : on to a aversion Treasury called VICE overnight,statement_2,CHAIR YELLEN
2015-06-17,MR TTER,13,reasury amount So t also at What little through MR always and reasury,statement_3,CHAIR YELLEN
2015-06-17,VICE CHAIR mention,10,mention eral the FR median funds people comfortable the moving,statement_4,CHAIR YELLEN
2015-06-17,MR CHAIR,155,e s uncomfortable For ur Reserve Yorks  Madam Ill titled Over Federal New members have all reviews first the staff ve than The taff s ation such be every from in strategically The taff the s As that you financial developments change and or counterparties It evolve adapt enhancements e management recommendations counterparty These are exhibit Additionally term questions n consider or operations panel  are tly counterparty While reserves some Frank dealers currently eserves Publishing by of the  dealt could imprimatur the firms primary This imprimatur carries For The support and before are listed However Reserve markets from public or portfolio Eurobond A requirements shown anel  the inancial The taff believes dealers primar y coverage auctions Additionally staff informative might allow the Desk has the The proposals year counterparty be conclusion rtly end greatly the In staff two consideration out Are that you the comfortable in that adopted Thank Chair concludes,statement_5,CHAIR YELLEN
2015-06-17,CHAIR YELLEN,42,man we ed a would want advantage MS That s Weve actually just ast couple looking to to dealers participants Treasury cant firms eligible not ll at what capital in counterparties CHAIR or MR there may reasury structure in hat thinking there,statement_6,CHAIR YELLEN
2015-06-17,MS AUGHLIN,22,There One large making and come traditional making way market could might adapt counterparty that weve reactive because the toend would flexibility,statement_7,CHAIR YELLEN
2015-06-17,CHAIR MR,170,million requirement ow grounded MS The million place the credit risk a the So the MR s if the year Treasury s cost you s level us I d o the peoples the people me s re This there s re management youre And I s the when a on re is we MS McLAUGHLIN MR re doing on MR is counterparty that re a andsoundness Again because re these a re supervisory its mind MR mean Safety soundness risk Its a to MR Can MR in here then MR Yes But the not soundness a business erpart y expect have with in And MR thats MR s would MR you Treasury Yes MR Does m qualifications Federal New the from ecause that conceivably nd of participants there we ave But out and or participant the Why together the Treasury uction participants future I we ion the expertise hese we a developed long I costly indicated continue MR would primary we primary auction MS review for could the e we,statement_8,CHAIR YELLEN
2015-06-17,MR MS,-1,,statement_9,CHAIR YELLEN
2015-06-17,MS IN,52,well dealer more first We firms of Based he firms the the that we benefit for some things We the MBS e counterparties are s basically So and there of be thought about the MR the Treasurys objection MR the MR no about MR Again e in Treasury of the Treasury cost,statement_10,CHAIR YELLEN
2015-06-17,CHAIR MR,68,The taff some and In requirements : sks we be the staff evel The on fostered rom participates ese meeting s So think changes fit more overarching framework what would But it useful Thank President MS the I think also thought we so similar domestic whe n the ust narrow the process MS One ther element that we ebsite counterparties publish for eserves management es MS I Thank,statement_11,CHAIR YELLEN
2015-06-17,CHAIR MS,19,proposal t think innumerable POTTER gave pretty that US took so But the our counterparties MR s MS were,statement_12,CHAIR YELLEN
2015-06-17,MR MS,8,the seems wise to No Before economic operations,statement_13,CHAIR YELLEN
2015-06-17,VICE CHAIR me,798,me concluded go Gle nn on show  data after Tealbook now annual percent  line business As key quarter now lects the which first second imilar winter labor Coast But appreciation a half negative investment e  business mining and drop combined in the Finally purchasing the low consumption So demand that has well maintai ned income moderate and consistent P Putting all of growth  ix a to  As   weakness first and they were ing  nowcast across better first Your line  medium term most couple Tealbooks namely was than As the topics these has in with outside Tealbook Blue consensus Survey our Panel projection over consumption average r  weak displays arising that we pate next Personal of aggregate comparing accounts and owing elevated toincome One the sector productivity experience productivity projected unemployment Your in  percent the down the d While unemployment contour than As bullets in starting received unemployment forecast of ilar than are GDP Besides most force and has important In by crisis s up to Moreover noise is The the employment ost index percent  March with the Evidence that we purple ed is Panel Banks change  percent reported compensation also consistent by that indicates nominal Your    at annual rate increase rate in this inflation lso quarter As   and the percent  holding continue on continues Our of the Core nt  this is projected energy year right and lower on forecast Survey  at in MS would hart which preclude Net That discussed almost points quarter importantly processed  containers little quarter the on boosting exports quarter which net  April More nd US primarily which in reflecting that normalizing have e liftoff The effect of growth the s quarter slowly weighing growth time The on quarter over middle what we last This down market economies panel further  note some ﬁlosing commodity economies importantly and Mexico We which oil beyond credit for lower and are source we om the euro area sector creditors unlock an Greece will possibly bank the Knowing not in assume the fallout limited lack financial xposure by area firewalls Consequently from in area however attend I irst response drama Greek the the ECB bondbuying helped area better Greek tragedyﬂ Ironically a institutional actually increased Second term Greece not Greece the Greek government will deliver fundamental reform of their economy euro area Shaking off Greece growth is sociated as  background rates   I term intermeeting year A debate permanent closer crises levels important the term Here approaches in A n run state stochastic equatio n Panel  rate interest al in nearly percent additional still framework long run el slow Other Williams run the States framework estimating moving in should Their this result black as Applying AFE This s s policymakers conventional However about is determinants been age population economies global before especially s bars United n For that as rebalance Finally economies importantly may potential the growth  represented the faster growing higher growth MR  on Sum mary  economic monetary growth ll run GDP exceed run growing further majority run In  rate below nearly that  you Committees decline remainder Exhibit compares Economic responded down ascribed half medium  unemployment you expected half several nt of of term policy hat bottom all The reduce were larger for a margin growth the main about Exhibit first with a appropriate your indicated rate in  four federal its run you objective progress s bound the longer federal funds projected implemented outlook  funds  federal funds at least longer run federal for federal funds percent median respectively wn from in Exhibit economic uncertainty level unemployment years with right majority and panels to balanced  was in confidence has of objective a rate k appropriate top a but first connects forecast s with federal funds in basis September increase projection Building at at in noninertial briefing submissions for as hand side equation longer run of the run funds estimates solid First rule implied es ently higheraveraging percentage you federal funds prescriptions rule implied suggests formula federal funds rate or not most rule implied somewhat Finally is t line rule implied federal funds by medians side single federal funds as osed  federal funds line se quite underlying line whereas projections The is participants funds rule implied the noteworthy e well lines of of federal funds rule implied close the especially with line highlights much in federal that inflation but How t explains that lower and environment persistent serve Committee CHAIR President MR presentation I quick figure ﬁEconomic inancial Situation ﬂ ts um  toincome Have that using of Consumer something a toincome MR toincome MR s and track if thats whats periodwe simply,statement_14,CHAIR YELLEN
2015-06-17,MR It,38,break down of h example Survey inances wealth time period MPCs sure questions MR median toincome the median worth toincome see see n My kind bund effect conditions t bund with what in the economy performance re we,statement_15,CHAIR YELLEN
2015-06-17,MS We,14,it We since happened of tions downward price s with we nto our slightly,statement_16,CHAIR YELLEN
2015-06-17,MR CHAIR,114,man ity growth you its s re seeing that it how that MR Just ver  weve in percent similar  What is it ck we  Over as from around had a step up of up cause more capital before it up ts that we unwind I productivity that more VICE going better That s I m really MR s VICE Its FOLLETTE ve VICE s its to improvement going like good dont her back to crisis rate s All the since the Weve been a s moment e and and understand that the erall and standard And f stock basis you growth historical We multifactor ading assumptions nth downgradings take y anel,statement_17,CHAIR YELLEN
2015-06-17,CHAIR MR,74,have regarding interest here If  exhibit d it that into that will over goes percent in estimates at San Francisco Vasc o rdia couple of DSGE one Federal s United tates : tates of r DSGE sically  r very So it utely r a So its they to years aubach W illiams  that there absolutely s popular secular stagnation erhaps lawyer s seenat the elsewhere we a at WILCOX agree a,statement_18,CHAIR YELLEN
2015-06-17,MR WILCOX,40,entirely Laughter exhibit briefing showed have by toward slack W ﬂ a by rin r r projection e output potential Now s But ve consistent estimate r tenths at ve r s So there these re operating r s with,statement_19,CHAIR YELLEN
2015-06-17,VICE CHAIR MR,0,,statement_20,CHAIR YELLEN
2015-06-17,MR CHAIR,-1,,statement_21,CHAIR YELLEN
2015-06-17,CHAIR MR,7,s again ic s run r remain,statement_22,CHAIR YELLEN
2015-06-17,MR MR,-1,,statement_23,CHAIR YELLEN
2015-06-17,MR MR,281,The ll ll ll percent or understand two s m But the that because that were hope ﬂ MS decompose the the ve ve that the part s the I that the reversed but also encompass a changes that MR returning panel cyclical that financial in largely euro effects a effect uro area and experienced reflect could MR I just the based s very ld going CHAIR handers Kocherlakota MS of what MS Huge Laubach Williams of MR downside MS creates MR Madam CHAIR why Well MR r I the essentially Its and this that variety they ite Like seasonal seasonality up the this are level purposes That much To round Federal Reserve Philadelphias plus combination fter about  percent Based corrected percent pressed quarter In seasonality growth While my What that seasonal recent a direction are pointing growth We course For a president calculator So Cavaliers championships ve collected on happens of verage championship following there a So e agree for regarding a victory we of All about percent sustainable household In regard with sector ECI percent up paying This rise the e I crosscurrents coming about trip discussions re focused was ﬁtightening ﬂ fallout volatility nt been In in We strong slip percent to initiatives discipline infrastructure With   unemployment the U measures or job Its in eater U  to  identical current  In broadest  percentage during   My time using was role ures shares time jobs Indeed currently ated of slack given of unemployment Further labor mentioned The istorical nominal wage growth until getting regard is still out in With  inflation with oil importantly Still for outstanding e at to percent Thank,statement_24,CHAIR YELLEN
2015-06-17,CHAIR MR,-1,,statement_25,CHAIR YELLEN
2015-06-17,MR My,104,ﬁGolden State ﬂ ment s My submission from the marking this quarter P after the quarter likely transitory is quarter ed potential Put differently weakness remained Although the comfort would its s save lower led recovery The However rate  basically Under of this return  the full employment It nditions modest quarter conditions labor likely Progress percent disappointing inflation percent many of percent It ory playing occur However weight reflect percent Another that percent In just that move its objective over ﬂ dependence To trend  inflation is  wth been than ly produce further ing labor There measures Tighter wage s is,statement_26,CHAIR YELLEN
2015-06-17,CHAIR MR,126,outlook percent third  et that tightening The case wage term infla tion I is : Alt hough are some information Our istrict pointed business The Atlanta Bank boards President Bullard ﬁtakeaways ﬂ quarter weakness or would ly of Those continue effects off Beca use attentive report r exceptionally to prices into At a to criminating consumer Perhaps previous meeting labor District cycle This to eral benefits inevitability District as my I the ll have Federal Bank Atlantas Now con sistent for With jobs quarter short percent ondquarter forecast at percent well The that Federal Francisco nominal wage picking quarter with atest form the remains Employing ve indications horizon m month readings ve Federal PCE based encouraging meeting account from I percentage Tealbook inflation risks global,statement_27,CHAIR YELLEN
2015-06-17,CHAIR MR,88,continues usiness Outlook Thursday Roughly a activity positive months dollar future activity cline Conditions Districts edged percent unemployment ervice : usiness Outlook substantially s retail The healthy percent housing et family have ast With April reas District Contacts moderately Turning iams s especially not for the A factors rted previous again So rebound the half of vehicle bound way After of picking percent in run growth natural  over forecast though inflation percent  percent  monetary start in anticipate l   close to the eral rate,statement_28,CHAIR YELLEN
2015-06-17,CHAIR YELLEN,477,MS Like hope Eleventh is the Eleven th at time previo us the of Texas puts percent compares with  run percent straight s held percent Leading after Hou ston get And effect flooding ccording sales percent damaged And benefit production is also harvest s as of three tates come Coast The ervice Sector Outlook deteriorated six lower measuring questions three In meantime Employment while  All oil further the pace to percent to percent since most meeting Contacts  oilfield and d weeks or  oil called fracklog based over percent total Continued raises prices arrel  The optimistic WTI price downward to implied Our macroeconomists latest re more s Its financial  med mean   Our particular term inflation understating nt urther and rther warranting Than k President MR impression since ued I wait yes Madam Id rrific and rate The those from last their reflect nes weak  But slowing said t operate at the up the But years to million that there With pressures could My Im istic quarters eral credibility has throughout actual growth Williams s quarter maybe This reasonable Turning  his growth o reduction aps around percent apparent been although breakevens well ago However ve term SPF remarkably able One professionals percent  another namely year and this This year but  percent between Whats influence prod uced the Federal DSGE model acts run ormed The year important shocks In theres scope that longerrun model year negative to basis points ast These lasting inflation  to several through to objective this DSGE ve commentary my m inflation getting percent forecast CHAIR President MS Twelfth State year Warriors that s causation So the quarter extraction as their Commercial based The and One says back : but comfortable istrict of percent percent Conditions istricts April The s employment first  The firms the Federal contacted indicate  increase expected Across showed strength percent tarting wages IT reports in significant Somewhat one half rted months their harder For most that quarter factors eather West issues useful some quarter The effect like the energy mining manufacturing prices the Our quarter as d which quarter May vehicle accelerat ing Labor ve our underutilization the openings rate reached nominal goal the labor Being dependent in the weakness picking percent slowing supported yet Research Federal of reductions the With later markets my run  l longer that this a provided Its with my run different has The e as factors waned Federal inflation nowcast has ercent the  percent The Federal remained inflation ier this Federal Reserve s seen rvey run unchanged The above trend that early As with Federal staff with view in full  eral funds om as public liftoff er horizon Of associated my and and Europe he addition yields various As ve for we sensitive communications a m that re important have,statement_29,CHAIR YELLEN
2015-06-17,CHAIR MR,131,half the unce coming below percent We for unemployment than more ble the labor s ured less in today Anecdotal generally for expanding percent one The Districts two thirds for with anecdotal LouisŒ Atlanta board confidence residual real labor et Despite emphasized for d My reverse us with the dour maintain strong markets Committee The r small al terms percent estimates run certainly ast Similarly ed inflation year Federal trimmed mean tenths in quadratic percent of pect to If type rates B ion why One type r but policy should r On this is the we of one r varying Yet in combined accommodation that cross purpose in powerful On of how r he Federal Reserve St Bill Dupor r in Laubach Williams e while r lower being compelling r accommodative,statement_30,CHAIR YELLEN
2015-06-17,CHAIR YELLEN,252,re d suggest we for Coffee CHAIR President Our economic manufacturing surveydue declined Our business The between southern District the late District or half percentage relative base d increases in Weve offering employees The April more quarter real GDP first ought GDP measurement release quarter April The ivotal my positive that personal percent To context consumption expansion The May s is quarter though is consumer was marked is still percent quarter earlier consumption percent This improved that past year market past month averaged more The data year The  e significant In significant wage s past year wage growth has increased percent  has conditions On past inflation d  the past PCE inflation I that n sizable ices and To is spending percent Id du its Several r on s Ill t itself federal funds the equilibrium is eral s were the res idual r interpretation is r all current of and output ds in outputŒ inflation So in bear what is either by Now made only Id procedures President Williamss comment the Laubach Williams model estimate Some for parameterizing term real that ut e equally that that the run rate hasnt a dynamic I scribes the between be re exceptionally difference One I notion equilibrium ﬂ physics now CHAIR Thank President MR about r moment I different r The or the nent r E were quarter rate I s Board se describing different that neutral real d thing it s for These re I because somewhat that as MR ,statement_31,CHAIR YELLEN
2015-06-17,MR To,13,of instead the had  it real rate MR had over e eight,statement_32,CHAIR YELLEN
2015-06-17,MR MR,-1,,statement_33,CHAIR YELLEN
2015-06-17,MR MR,2,percent instead,statement_34,CHAIR YELLEN
2015-06-17,VICE MR VICE,0,,statement_35,CHAIR YELLEN
2015-06-17,VICE MR saying,11,saying MR I nning event r MR The come ommittee a,statement_36,CHAIR YELLEN
2015-06-17,MR MR,523,ystem CHAIR President MS add discussion incomes the state to and istrict per has from and he expect a istrict workers sectors The activity further rates intensive On side the For although than expected have private prone This percent see during quarter Consumer level over look nominal boost income June The of Federal Kansas indicators momentum indicator If progress level indicators average I functioning look worker in fractio n lasting is recession If match ts market found the stem road associated Greece spending or re Finally with e decline s natural a Thank CHAIR President MR Chair on against of model risk meeting My is is the s the the is n below inflation  its All Federal System  their At Reserve forecasting by onto presumptions credibility a That models  simply find for the of So continue based as based inflation policy again based similar inflation ory Now of Economic rojections thirds back information a do be where slope for least more tionary Now s forecasts standard those errors balance forecast basically forecasts term and Now term provide say percent  outcome In stuck discussion Survey Professional Forecasters Certainly re  t next years think s   plausible  years I use choices  ast the  teeth just described based even decisionmaking target based year year forward sures insisted would be time main historical inflation So percent Couldnt true inflation percent a target percent that accountable our The breakevens   lower it ll shock hit the Our ly balance the employment are why If we should about to Vice man My characterized the further improvement  labor to further On been with at bit percentage point Now unseasonably winter as But g weaker thanexpected report ward in some e The for much growthbut suspect economic the ative most set both more sustain payroll confident Now weve the  farm tivity in I is good While s deepening I With Even ions growth economy Perhaps GDP a and a period But source about With continuing percent objective term and of namely prices effect import seems dollar increased the year five year forward measure by So but rate path from I March of basis in one Finally My mainly s measures Even little ye ar think later Remember about curve year of with year To occur steps one curve shape actually CHAIR ir and this were more slowing Most ed than employment It the percentage point of DP The that likely on error The we strength Real  ent have investment mated year half month change with topopulation continued ed part Anecdotal Districts improvements scribing ﬁvery ﬁstrongﬂ istricts members employment months was Ive am ve ong interlocutor and Hannibal istrict in rodeo interlocutor higher sure ho ﬁNAIRU ﬂ re All market re as by natural adequately the  the As move  by from Board import forward and s we the stabilization we likely this be months I m inflation low its me ll s conviction economic reassert I the t a noting President Kocherlakota said we Committee y Now spending boosted late In associated developments s first performance Thank,statement_37,CHAIR YELLEN
2015-06-17,CHAIR MR,-1,,statement_38,CHAIR YELLEN
